"V1","V2","V3"
"Death Star","Gorilla Glue #4","0.0625"
"Death Star","Grape God","0"
"Death Star","Grape Stomper","0.1640625"
"Death Star","Great White Shark","0"
"Death Star","Green Crack","0"
"Death Star","Green Ribbon","0"
"Death Star","HTAF","0"
"Death Star","Hash Plant x Northern Lights","0.09375"
"Death Star","Hawaiian Haze","0"
"Death Star","Headband","0.296875"
"Death Star","Hells Angel OG","0.03125"
"Death Star","Holy Grail Kush","0.03125"
"Death Star","Humboldt Snow","0"
"Death Star","J1","0"
"Death Star","Jack Flash","0"
"Death Star","Jack Herer","0"
"Death Star","Jack the Ripper","0"
"Death Star","Jedi Kush","0.5"
"Death Star","Jesus OG","0.015625"
"Death Star","Jillybean","0"
"Death Star","Juicy Fruit","0"
"Death Star","KC 33","0"
"Death Star","Kandy Kush","0.03125"
"Death Star","Kimbo Kush","0.029296875"
"Death Star","Kish","0"
"Death Star","Kong","0.125"
"Death Star","Kushberry","0.03125"
"Death Star","LA Confidential","0"
"Death Star","LSD","0"
"Death Star","Larry OG","0.03125"
"Death Star","Las Vegas Purple Kush","0.09375"
"Death Star","Lee Roy","0"
"Death Star","Lemon Alien Dawg","0.03125"
"Death Star","Lemon Diesel","0.03125"
"Death Star","Lemon Haze","0"
"Death Star","Lemon Kush","0"
"Death Star","Lemon Thai","0"
"Death Star","Liberty Haze","0.0625"
"Death Star","Lost Coast OG","0.0625"
"Death Star","Lowryder #2","0"
"Death Star","Mango","0"
"Death Star","Mango Kush","0"
"Death Star","Mass","0"
"Death Star","Master Kush","0"
"Death Star","Mk-Ultra","0.03125"
"Death Star","Mob Boss","0.0625"
"Death Star","Moby Dick","0"
"Death Star","Moonshine Haze","0"
"Death Star","Motavation","0.25"
"Death Star","Mr. Nice","0"
"Death Star","NYC Diesel","0.265625"
"Death Star","Nevil's Wreck","0"
"Death Star","Northern Lights x Haze","0.09375"
"Death Star","Nuken","0"
"Death Star","OG Kush","0.0625"
"Death Star","Obama Kush","0.03125"
"Death Star","Ogre","0"
"Death Star","Orange Crush","0"
"Death Star","Orange Kush","0.03125"
"Death Star","Orange Velvet","0"
"Death Star","Oriental Express","0"
"Death Star","Original Diesel","0.28125"
"Death Star","Original Sour Diesel","0.3984375"
"Death Star","P50","0"
"Death Star","P75","0"
"Death Star","Permafrost","0"
"Death Star","Phantom Cookies","0"
"Death Star","Pineapple 99","0"
"Death Star","Pineapple Chunk","0"
"Death Star","Pineapple Express","0"
"Death Star","Pineapple Kush","0"
"Death Star","Pink Kush","0"
"Death Star","Pitbull","0"
"Death Star","Platinum Girl Scout Cookies","0.03125"
"Death Star","Platinum Kush","0"
"Death Star","Platinum OG","0.03125"
"Death Star","Plushberry","0"
"Death Star","Purple Afghani","0"
"Death Star","Purple Diesel","0.265625"
"Death Star","Purple Elephant","0"
"Death Star","Purple Kush","0"
"Death Star","Purple Thai","0"
"Death Star","Purple Trainwreck","0"
"Death Star","Qrazy Train","0"
"Death Star","Querkle","0"
"Death Star","Rare Darkness","0"
"Death Star","ReCon","0"
"Death Star","Red Diesel","0.1328125"
"Death Star","Red Dragon","0"
"Death Star","Romulan","0"
"Death Star","Royal Kush","0"
"Death Star","S.A.G.E.","0"
"Death Star","Sage n Sour","0.265625"
"Death Star","Short Term Amnesia","0"
"Death Star","Silver Haze","0.046875"
"Death Star","Skywalker","0"
"Death Star","Skywalker OG","0.03125"
"Death Star","Snow White","0"
"Death Star","Snowcap","0"
"Death Star","Sour Alien","0.22265625"
"Death Star","Sour Diesel","0.53125"
"Death Star","Sour Kush","0.296875"
"Death Star","Sour Maui","0.265625"
"Death Star","Sour OG","0.265625"
"Death Star","Sour Tsunami","0.46484375"
"Death Star","Sour Willie","0.265625"
"Death Star","Space Queen","0"
"Death Star","Stardawg","0.1171875"
"Death Star","Starfighter","0.03515625"
"Death Star","Strawberry Cough","0"
"Death Star","Strawberry Diesel","0.1328125"
"Death Star","Strawberry Kush","0.015625"
"Death Star","Sugar Plum","0"
"Death Star","Super Lemon Haze","0"
"Death Star","Super Skunk","0"
"Death Star","Sweet Pink Grapefruit","0"
"Death Star","Sweet Skunk","0.046875"
"Death Star","Sweet Tooth","0"
"Death Star","Tahoe Alien","0.0390625"
"Death Star","Tahoe OG","0.03125"
"Death Star","Tangerine Dream","0"
"Death Star","Tangerine Kush","0"
"Death Star","Tangie","0"
"Death Star","The Black","0"
"Death Star","The Flav","0"
"Death Star","Thin Mint Girl Scout Cookies","0.03125"
"Death Star","Tres Dawg","0.109375"
"Death Star","UK Cheese","0"
"Death Star","Ultra Sonja","0"
"Death Star","Vanilla Kush","0"
"Death Star","Vortex","0"
"Death Star","Warlock","0"
"Death Star","West Coast Dawg","0.0625"
"Death Star","White Fire","0"
"Death Star","White Moonshine","0"
"Death Star","White Purple Urkel","0"
"Death Star","White Rhino","0"
"Death Star","White Russian","0"
"Death Star","White Widow","0"
"Death Star","William's Wonder","0"
"Death Star","Willie Nelson","0"
"Death Star","XJ-13","0"
"Death Star","green queen","0"
"Death Star","purple arrow","0"
"Death Star","wally og","0"
"Death Star","white nightmare","0"
"Diesel","#1","0"
"Diesel","A-K","0.0625"
"Diesel","Ace of Spades","0"
"Diesel","Acid","0.6328125"
"Diesel","Afghan\/Skunk","0.0625"
"Diesel","Afghani Hawaiian","0.25"
"Diesel","Afgoo","0.0625"
"Diesel","Agent Orange","0"
"Diesel","Alaskan Ice","0"
"Diesel","Alien Dawg","0.09375"
"Diesel","Alien Kush","0.0703125"
"Diesel","Alien OG","0.05859375"
"Diesel","Animal Cookies","0.046875"
"Diesel","Apollo 13","0"
"Diesel","Banana Kush","0"
"Diesel","Berkeley","0"
"Diesel","Berkeley Blues","0"
"Diesel","Berry White","0"
"Diesel","Bio Diesel Mass","0.19140625"
"Diesel","Bio-Diesel","0.49609375"
"Diesel","Blackberry","0.0625"
"Diesel","Blackberry Kush","0.06640625"
"Diesel","Blood Wreck","0"
"Diesel","Blowfish","0"
"Diesel","Blue Cheese","0"
"Diesel","Blue City Diesel","0.3828125"
"Diesel","Blue Diesel","0.095703125"
"Diesel","Blue Dream","0"
"Diesel","Blue Magoo","0"
"Diesel","Blue Widow","0"
"Diesel","Blueberry Kush","0"
"Diesel","Blueberry Line","0.03125"
"Diesel","Blueberry OG","0.046875"
"Diesel","Bruce Banner","0.23828125"
"Diesel","Bubba Kush","0.0703125"
"Diesel","Bubba OG","0.03515625"
"Diesel","California Sour","0"
"Diesel","Candy Kush","0.046875"
"Diesel","Candyland","0.0234375"
"Diesel","Cannadential","0.03125"
"Diesel","Cannalope Haze","0"
"Diesel","Cannatonic","0"
"Diesel","Casey Jones","0"
"Diesel","Cataract Kush","0.078125"
"Diesel","Charles Kush","0.10546875"
"Diesel","Cheese Quake","0"
"Diesel","Chem Valley Kush","0.09375"
"Diesel","Chemdog Sour Diesel","0.4921875"
"Diesel","Chemmy Jones","0.09375"
"Diesel","Chernobyl","0"
"Diesel","Cherry Pie","0"
"Diesel","Chocolope","0"
"Diesel","Cinderella 88","0"
"Diesel","Cinderella 99","0"
"Diesel","Cinex","0"
"Diesel","Colombian Gold","0"
"Diesel","Cookies and Cream","0.0380859375"
"Diesel","Corleone Kush","0.03515625"
"Diesel","Cotton Candy","0"
"Diesel","Critical Kush","0.046875"
"Diesel","Critical Mass","0"
"Diesel","DNL","0.421875"
"Diesel","Dairy Queen","0"
"Diesel","DeadHead OG","0"
"Diesel","Death Star","0.3984375"
"Diesel","Diesel","1.265625"
"Diesel","Diesel Ryder","0.3828125"
"Diesel","Double Dawg","0.171875"
"Diesel","Dutch Hawaiian","0"
"Diesel","Dynamite","0"
"Diesel","Fire OG","0.046875"
"Diesel","Flo","0.0625"
"Diesel","Floral Line","0.0625"
"Diesel","Fruity Pebbles","0.033203125"
"Diesel","G-13 Haze","0"
"Diesel","G-13 Haze NYC Diesel","0.3828125"
"Diesel","Ghost Train Haze #1","0"
"Diesel","Girl Scout Cookies","0.046875"
"Diesel","Glass Slipper","0"
"Diesel","God's Gift","0.046875"
"Diesel","Golden Goat","0"
"Diesel","Gorilla Glue #4","0.09375"
"Diesel","Grape God","0"
"Diesel","Grape Stomper","0.24609375"
"Diesel","Great White Shark","0"
"Diesel","Green Crack","0"
"Diesel","Green Ribbon","0.015625"
"Diesel","HTAF","0.0625"
"Diesel","Hash Plant x Northern Lights","0.140625"
"Diesel","Hawaiian Haze","0"
"Diesel","Headband","0.4453125"
"Diesel","Hells Angel OG","0.078125"
"Diesel","Holy Grail Kush","0.046875"
"Diesel","Humboldt Snow","0"
"Diesel","J1","0"
"Diesel","Jack Flash","0"
"Diesel","Jack Herer","0"
"Diesel","Jack the Ripper","0"
"Diesel","Jedi Kush","0.19921875"
"Diesel","Jesus OG","0.0390625"
"Diesel","Jillybean","0"
"Diesel","Juicy Fruit","0.0625"
"Diesel","KC 33","0"
"Diesel","Kandy Kush","0.046875"
"Diesel","Kimbo Kush","0.0595703125"
"Diesel","Kish","0"
"Diesel","Kong","0"
"Diesel","Kushberry","0.046875"
"Diesel","LA Confidential","0.0625"
"Diesel","LSD","0"
"Diesel","Larry OG","0.046875"
"Diesel","Las Vegas Purple Kush","0.140625"
"Diesel","Lee Roy","0"
"Diesel","Lemon Alien Dawg","0.046875"
"Diesel","Lemon Diesel","0.046875"
"Diesel","Lemon Haze","0"
"Diesel","Lemon Kush","0"
"Diesel","Lemon Thai","0"
"Diesel","Liberty Haze","0.09375"
"Diesel","Lost Coast OG","0.09375"
"Diesel","Lowryder #2","0"
"Diesel","Mango","0"
"Diesel","Mango Kush","0"
"Diesel","Mass","0"
"Diesel","Master Kush","0"
"Diesel","Mk-Ultra","0.046875"
"Diesel","Mob Boss","0.09375"
"Diesel","Moby Dick","0"
"Diesel","Moonshine Haze","0"
"Diesel","Motavation","0"
"Diesel","Mr. Nice","0"
"Diesel","NYC Diesel","0.765625"
"Diesel","Nevil's Wreck","0"
"Diesel","Northern Lights x Haze","0.140625"
"Diesel","Nuken","0"
"Diesel","OG Kush","0.09375"
"Diesel","Obama Kush","0.046875"
"Diesel","Ogre","0"
"Diesel","Orange Crush","0"
"Diesel","Orange Kush","0.046875"
"Diesel","Orange Velvet","0"
"Diesel","Oriental Express","0"
"Diesel","Original Diesel","0.421875"
"Diesel","Original Sour Diesel","0.59765625"
"Diesel","P50","0"
"Diesel","P75","0"
"Diesel","Permafrost","0"
"Diesel","Phantom Cookies","0"
"Diesel","Pineapple 99","0"
"Diesel","Pineapple Chunk","0"
"Diesel","Pineapple Express","0.0625"
"Diesel","Pineapple Kush","0"
"Diesel","Pink Kush","0"
"Diesel","Pitbull","0"
"Diesel","Platinum Girl Scout Cookies","0.046875"
"Diesel","Platinum Kush","0.0625"
"Diesel","Platinum OG","0.046875"
"Diesel","Plushberry","0"
"Diesel","Purple Afghani","0.0625"
"Diesel","Purple Diesel","0.3984375"
"Diesel","Purple Elephant","0"
"Diesel","Purple Kush","0.03125"
"Diesel","Purple Thai","0"
"Diesel","Purple Trainwreck","0"
"Diesel","Qrazy Train","0"
"Diesel","Querkle","0"
"Diesel","Rare Darkness","0"
"Diesel","ReCon","0.046875"
"Diesel","Red Diesel","0.3828125"
"Diesel","Red Dragon","0"
"Diesel","Romulan","0"
"Diesel","Royal Kush","0"
"Diesel","S.A.G.E.","0"
"Diesel","Sage n Sour","0.3984375"
"Diesel","Short Term Amnesia","0"
"Diesel","Silver Haze","0.0703125"
"Diesel","Skywalker","0"
"Diesel","Skywalker OG","0.046875"
"Diesel","Snow White","0"
"Diesel","Snowcap","0"
"Diesel","Sour Alien","0.333984375"
"Diesel","Sour Diesel","0.796875"
"Diesel","Sour Kush","0.4453125"
"Diesel","Sour Maui","0.3984375"
"Diesel","Sour OG","0.3984375"
"Diesel","Sour Tsunami","0.7890625"
"Diesel","Sour Willie","0.3984375"
"Diesel","Space Queen","0"
"Diesel","Stardawg","0.18359375"
"Diesel","Starfighter","0.052734375"
"Diesel","Strawberry Cough","0"
"Diesel","Strawberry Diesel","0.3828125"
"Diesel","Strawberry Kush","0.0234375"
"Diesel","Sugar Plum","0"
"Diesel","Super Lemon Haze","0"
"Diesel","Super Skunk","0"
"Diesel","Sweet Pink Grapefruit","0"
"Diesel","Sweet Skunk","0.0703125"
"Diesel","Sweet Tooth","0"
"Diesel","Tahoe Alien","0.05859375"
"Diesel","Tahoe OG","0.046875"
"Diesel","Tangerine Dream","0"
"Diesel","Tangerine Kush","0"
"Diesel","Tangie","0"
"Diesel","The Black","0"
"Diesel","The Flav","0"
"Diesel","Thin Mint Girl Scout Cookies","0.046875"
"Diesel","Tres Dawg","0.1796875"
"Diesel","UK Cheese","0"
"Diesel","Ultra Sonja","0"
"Diesel","Vanilla Kush","0"
"Diesel","Vortex","0"
"Diesel","Warlock","0"
"Diesel","West Coast Dawg","0.09375"
"Diesel","White Fire","0"
"Diesel","White Moonshine","0"
"Diesel","White Purple Urkel","0"
"Diesel","White Rhino","0"
"Diesel","White Russian","0"
"Diesel","White Widow","0"
"Diesel","William's Wonder","0"
"Diesel","Willie Nelson","0"
"Diesel","XJ-13","0"
"Diesel","green queen","0"
"Diesel","purple arrow","0.03125"
"Diesel","wally og","0"
"Diesel","white nightmare","0"
"Diesel Ryder","#1","0"
"Diesel Ryder","A-K","0.0625"
"Diesel Ryder","Ace of Spades","0"
"Diesel Ryder","Acid","0.19140625"
"Diesel Ryder","Afghan\/Skunk","0.0625"
"Diesel Ryder","Afghani Hawaiian","0.25"
"Diesel Ryder","Afgoo","0.0625"
"Diesel Ryder","Agent Orange","0"
"Diesel Ryder","Alaskan Ice","0"
"Diesel Ryder","Alien Dawg","0.03125"
"Diesel Ryder","Alien Kush","0.0234375"
"Diesel Ryder","Alien OG","0.01953125"
"Diesel Ryder","Animal Cookies","0.015625"
"Diesel Ryder","Apollo 13","0"
"Diesel Ryder","Banana Kush","0"
"Diesel Ryder","Berkeley","0"
"Diesel Ryder","Berkeley Blues","0"
"Diesel Ryder","Berry White","0"
"Diesel Ryder","Bio Diesel Mass","0.5"
"Diesel Ryder","Bio-Diesel","0.2265625"
"Diesel Ryder","Blackberry","0.0625"
"Diesel Ryder","Blackberry Kush","0.04296875"
"Diesel Ryder","Blood Wreck","0"
"Diesel Ryder","Blowfish","0"
"Diesel Ryder","Blue Cheese","0"
"Diesel Ryder","Blue City Diesel","0.25"
"Diesel Ryder","Blue Diesel","0.25"
"Diesel Ryder","Blue Dream","0"
"Diesel Ryder","Blue Magoo","0"
"Diesel Ryder","Blue Widow","0"
"Diesel Ryder","Blueberry Kush","0"
"Diesel Ryder","Blueberry Line","0.03125"
"Diesel Ryder","Blueberry OG","0.015625"
"Diesel Ryder","Bruce Banner","0.140625"
"Diesel Ryder","Bubba Kush","0.0234375"
"Diesel Ryder","Bubba OG","0.01171875"
"Diesel Ryder","California Sour","0"
"Diesel Ryder","Candy Kush","0.015625"
"Diesel Ryder","Candyland","0.0078125"
"Diesel Ryder","Cannadential","0.03125"
"Diesel Ryder","Cannalope Haze","0"
"Diesel Ryder","Cannatonic","0"
"Diesel Ryder","Casey Jones","0"
"Diesel Ryder","Cataract Kush","0.046875"
"Diesel Ryder","Charles Kush","0.03515625"
"Diesel Ryder","Cheese Quake","0"
"Diesel Ryder","Chem Valley Kush","0.03125"
"Diesel Ryder","Chemdog Sour Diesel","0.1640625"
"Diesel Ryder","Chemmy Jones","0.03125"
"Diesel Ryder","Chernobyl","0"
"Diesel Ryder","Cherry Pie","0"
"Diesel Ryder","Chocolope","0"
"Diesel Ryder","Cinderella 88","0"
"Diesel Ryder","Cinderella 99","0"
"Diesel Ryder","Cinex","0"
"Diesel Ryder","Colombian Gold","0"
"Diesel Ryder","Cookies and Cream","0.0126953125"
"Diesel Ryder","Corleone Kush","0.01171875"
"Diesel Ryder","Cotton Candy","0"
"Diesel Ryder","Critical Kush","0.015625"
"Diesel Ryder","Critical Mass","0"
"Diesel Ryder","DNL","0.140625"
"Diesel Ryder","Dairy Queen","0"
"Diesel Ryder","DeadHead OG","0"
"Diesel Ryder","Death Star","0.1328125"
"Diesel Ryder","Diesel","0.3828125"
"Diesel Ryder","Diesel Ryder","1"
"Diesel Ryder","Double Dawg","0.078125"
"Diesel Ryder","Dutch Hawaiian","0"
"Diesel Ryder","Dynamite","0"
"Diesel Ryder","Fire OG","0.015625"
"Diesel Ryder","Flo","0.0625"
"Diesel Ryder","Floral Line","0.0625"
"Diesel Ryder","Fruity Pebbles","0.013671875"
"Diesel Ryder","G-13 Haze","0"
"Diesel Ryder","G-13 Haze NYC Diesel","0.25"
"Diesel Ryder","Ghost Train Haze #1","0"
"Diesel Ryder","Girl Scout Cookies","0.015625"
"Diesel Ryder","Glass Slipper","0"
"Diesel Ryder","God's Gift","0.015625"
"Diesel Ryder","Golden Goat","0"
"Diesel Ryder","Gorilla Glue #4","0.03125"
"Diesel Ryder","Grape God","0"
"Diesel Ryder","Grape Stomper","0.08203125"
"Diesel Ryder","Great White Shark","0"
"Diesel Ryder","Green Crack","0"
"Diesel Ryder","Green Ribbon","0.015625"
"Diesel Ryder","HTAF","0.0625"
"Diesel Ryder","Hash Plant x Northern Lights","0.046875"
"Diesel Ryder","Hawaiian Haze","0"
"Diesel Ryder","Headband","0.1484375"
"Diesel Ryder","Hells Angel OG","0.046875"
"Diesel Ryder","Holy Grail Kush","0.015625"
"Diesel Ryder","Humboldt Snow","0"
"Diesel Ryder","J1","0"
"Diesel Ryder","Jack Flash","0"
"Diesel Ryder","Jack Herer","0"
"Diesel Ryder","Jack the Ripper","0"
"Diesel Ryder","Jedi Kush","0.06640625"
"Diesel Ryder","Jesus OG","0.0234375"
"Diesel Ryder","Jillybean","0"
"Diesel Ryder","Juicy Fruit","0.0625"
"Diesel Ryder","KC 33","0"
"Diesel Ryder","Kandy Kush","0.015625"
"Diesel Ryder","Kimbo Kush","0.0302734375"
"Diesel Ryder","Kish","0"
"Diesel Ryder","Kong","0"
"Diesel Ryder","Kushberry","0.015625"
"Diesel Ryder","LA Confidential","0.0625"
"Diesel Ryder","LSD","0"
"Diesel Ryder","Larry OG","0.015625"
"Diesel Ryder","Las Vegas Purple Kush","0.046875"
"Diesel Ryder","Lee Roy","0"
"Diesel Ryder","Lemon Alien Dawg","0.015625"
"Diesel Ryder","Lemon Diesel","0.015625"
"Diesel Ryder","Lemon Haze","0"
"Diesel Ryder","Lemon Kush","0"
"Diesel Ryder","Lemon Thai","0"
"Diesel Ryder","Liberty Haze","0.03125"
"Diesel Ryder","Lost Coast OG","0.03125"
"Diesel Ryder","Lowryder #2","0"
"Diesel Ryder","Mango","0"
"Diesel Ryder","Mango Kush","0"
"Diesel Ryder","Mass","0"
"Diesel Ryder","Master Kush","0"
"Diesel Ryder","Mk-Ultra","0.015625"
"Diesel Ryder","Mob Boss","0.03125"
"Diesel Ryder","Moby Dick","0"
"Diesel Ryder","Moonshine Haze","0"
"Diesel Ryder","Motavation","0"
"Diesel Ryder","Mr. Nice","0"
"Diesel Ryder","NYC Diesel","0.5"
"Diesel Ryder","Nevil's Wreck","0"
"Diesel Ryder","Northern Lights x Haze","0.046875"
"Diesel Ryder","Nuken","0"
"Diesel Ryder","OG Kush","0.03125"
"Diesel Ryder","Obama Kush","0.015625"
"Diesel Ryder","Ogre","0"
"Diesel Ryder","Orange Crush","0"
"Diesel Ryder","Orange Kush","0.015625"
"Diesel Ryder","Orange Velvet","0"
"Diesel Ryder","Oriental Express","0"
"Diesel Ryder","Original Diesel","0.140625"
"Diesel Ryder","Original Sour Diesel","0.19921875"
"Diesel Ryder","P50","0"
"Diesel Ryder","P75","0"
"Diesel Ryder","Permafrost","0"
"Diesel Ryder","Phantom Cookies","0"
"Diesel Ryder","Pineapple 99","0"
"Diesel Ryder","Pineapple Chunk","0"
"Diesel Ryder","Pineapple Express","0.0625"
"Diesel Ryder","Pineapple Kush","0"
"Diesel Ryder","Pink Kush","0"
"Diesel Ryder","Pitbull","0"
"Diesel Ryder","Platinum Girl Scout Cookies","0.015625"
"Diesel Ryder","Platinum Kush","0.0625"
"Diesel Ryder","Platinum OG","0.015625"
"Diesel Ryder","Plushberry","0"
"Diesel Ryder","Purple Afghani","0.0625"
"Diesel Ryder","Purple Diesel","0.1328125"
"Diesel Ryder","Purple Elephant","0"
"Diesel Ryder","Purple Kush","0.03125"
"Diesel Ryder","Purple Thai","0"
"Diesel Ryder","Purple Trainwreck","0"
"Diesel Ryder","Qrazy Train","0"
"Diesel Ryder","Querkle","0"
"Diesel Ryder","Rare Darkness","0"
"Diesel Ryder","ReCon","0.046875"
"Diesel Ryder","Red Diesel","0.25"
"Diesel Ryder","Red Dragon","0"
"Diesel Ryder","Romulan","0"
"Diesel Ryder","Royal Kush","0"
"Diesel Ryder","S.A.G.E.","0"
"Diesel Ryder","Sage n Sour","0.1328125"
"Diesel Ryder","Short Term Amnesia","0"
"Diesel Ryder","Silver Haze","0.0234375"
"Diesel Ryder","Skywalker","0"
"Diesel Ryder","Skywalker OG","0.015625"
"Diesel Ryder","Snow White","0"
"Diesel Ryder","Snowcap","0"
"Diesel Ryder","Sour Alien","0.111328125"
"Diesel Ryder","Sour Diesel","0.265625"
"Diesel Ryder","Sour Kush","0.1484375"
"Diesel Ryder","Sour Maui","0.1328125"
"Diesel Ryder","Sour OG","0.1328125"
"Diesel Ryder","Sour Tsunami","0.32421875"
"Diesel Ryder","Sour Willie","0.1328125"
"Diesel Ryder","Space Queen","0"
"Diesel Ryder","Stardawg","0.06640625"
"Diesel Ryder","Starfighter","0.017578125"
"Diesel Ryder","Strawberry Cough","0"
"Diesel Ryder","Strawberry Diesel","0.25"
"Diesel Ryder","Strawberry Kush","0.0078125"
"Diesel Ryder","Sugar Plum","0"
"Diesel Ryder","Super Lemon Haze","0"
"Diesel Ryder","Super Skunk","0"
"Diesel Ryder","Sweet Pink Grapefruit","0"
"Diesel Ryder","Sweet Skunk","0.0234375"
"Diesel Ryder","Sweet Tooth","0"
"Diesel Ryder","Tahoe Alien","0.01953125"
"Diesel Ryder","Tahoe OG","0.015625"
"Diesel Ryder","Tangerine Dream","0"
"Diesel Ryder","Tangerine Kush","0"
"Diesel Ryder","Tangie","0"
"Diesel Ryder","The Black","0"
"Diesel Ryder","The Flav","0"
"Diesel Ryder","Thin Mint Girl Scout Cookies","0.015625"
"Diesel Ryder","Tres Dawg","0.0703125"
"Diesel Ryder","UK Cheese","0"
"Diesel Ryder","Ultra Sonja","0"
"Diesel Ryder","Vanilla Kush","0"
"Diesel Ryder","Vortex","0"
"Diesel Ryder","Warlock","0"
"Diesel Ryder","West Coast Dawg","0.03125"
"Diesel Ryder","White Fire","0"
"Diesel Ryder","White Moonshine","0"
"Diesel Ryder","White Purple Urkel","0"
"Diesel Ryder","White Rhino","0"
"Diesel Ryder","White Russian","0"
"Diesel Ryder","White Widow","0"
"Diesel Ryder","William's Wonder","0"
"Diesel Ryder","Willie Nelson","0"
"Diesel Ryder","XJ-13","0"
"Diesel Ryder","green queen","0"
"Diesel Ryder","purple arrow","0.03125"
"Diesel Ryder","wally og","0"
"Diesel Ryder","white nightmare","0"
"Double Dawg","#1","0"
"Double Dawg","A-K","0.125"
"Double Dawg","Ace of Spades","0"
"Double Dawg","Acid","0.0859375"
"Double Dawg","Afghan\/Skunk","0.125"
"Double Dawg","Afghani Hawaiian","0.125"
"Double Dawg","Afgoo","0.125"
"Double Dawg","Agent Orange","0"
"Double Dawg","Alaskan Ice","0"
"Double Dawg","Alien Dawg","0.375"
"Double Dawg","Alien Kush","0"
"Double Dawg","Alien OG","0.09375"
"Double Dawg","Animal Cookies","0.1875"
"Double Dawg","Apollo 13","0"
"Double Dawg","Banana Kush","0"
"Double Dawg","Berkeley","0"
"Double Dawg","Berkeley Blues","0"
"Double Dawg","Berry White","0"
"Double Dawg","Bio Diesel Mass","0.0390625"
"Double Dawg","Bio-Diesel","0.1796875"
"Double Dawg","Blackberry","0.125"
"Double Dawg","Blackberry Kush","0.203125"
"Double Dawg","Blood Wreck","0"
"Double Dawg","Blowfish","0"
"Double Dawg","Blue Cheese","0"
"Double Dawg","Blue City Diesel","0.078125"
"Double Dawg","Blue Diesel","0.01953125"
"Double Dawg","Blue Dream","0"
"Double Dawg","Blue Magoo","0"
"Double Dawg","Blue Widow","0"
"Double Dawg","Blueberry Kush","0"
"Double Dawg","Blueberry Line","0.0625"
"Double Dawg","Blueberry OG","0.1875"
"Double Dawg","Bruce Banner","0.2265625"
"Double Dawg","Bubba Kush","0.28125"
"Double Dawg","Bubba OG","0.140625"
"Double Dawg","California Sour","0"
"Double Dawg","Candy Kush","0.1875"
"Double Dawg","Candyland","0.09375"
"Double Dawg","Cannadential","0.0625"
"Double Dawg","Cannalope Haze","0"
"Double Dawg","Cannatonic","0"
"Double Dawg","Casey Jones","0"
"Double Dawg","Cataract Kush","0.25"
"Double Dawg","Charles Kush","0"
"Double Dawg","Cheese Quake","0"
"Double Dawg","Chem Valley Kush","0.375"
"Double Dawg","Chemdog Sour Diesel","0.46875"
"Double Dawg","Chemmy Jones","0.375"
"Double Dawg","Chernobyl","0"
"Double Dawg","Cherry Pie","0"
"Double Dawg","Chocolope","0"
"Double Dawg","Cinderella 88","0"
"Double Dawg","Cinderella 99","0"
"Double Dawg","Cinex","0"
"Double Dawg","Colombian Gold","0"
"Double Dawg","Cookies and Cream","0.1171875"
"Double Dawg","Corleone Kush","0.140625"
"Double Dawg","Cotton Candy","0"
"Double Dawg","Critical Kush","0.1875"
"Double Dawg","Critical Mass","0"
"Double Dawg","DNL","0"
"Double Dawg","Dairy Queen","0"
"Double Dawg","DeadHead OG","0"
"Double Dawg","Death Star","0.09375"
"Double Dawg","Diesel","0.171875"
"Double Dawg","Diesel Ryder","0.078125"
"Double Dawg","Double Dawg","1.25"
"Double Dawg","Dutch Hawaiian","0"
"Double Dawg","Dynamite","0"
"Double Dawg","Fire OG","0.1875"
"Double Dawg","Flo","0.125"
"Double Dawg","Floral Line","0.125"
"Double Dawg","Fruity Pebbles","0.0546875"
"Double Dawg","G-13 Haze","0"
"Double Dawg","G-13 Haze NYC Diesel","0.078125"
"Double Dawg","Ghost Train Haze #1","0"
"Double Dawg","Girl Scout Cookies","0.1875"
"Double Dawg","Glass Slipper","0"
"Double Dawg","God's Gift","0.1875"
"Double Dawg","Golden Goat","0"
"Double Dawg","Gorilla Glue #4","0.375"
"Double Dawg","Grape God","0"
"Double Dawg","Grape Stomper","0.234375"
"Double Dawg","Great White Shark","0"
"Double Dawg","Green Crack","0"
"Double Dawg","Green Ribbon","0.03125"
"Double Dawg","HTAF","0.125"
"Double Dawg","Hash Plant x Northern Lights","0"
"Double Dawg","Hawaiian Haze","0"
"Double Dawg","Headband","0.28125"
"Double Dawg","Hells Angel OG","0.25"
"Double Dawg","Holy Grail Kush","0.1875"
"Double Dawg","Humboldt Snow","0"
"Double Dawg","J1","0"
"Double Dawg","Jack Flash","0"
"Double Dawg","Jack Herer","0"
"Double Dawg","Jack the Ripper","0"
"Double Dawg","Jedi Kush","0.046875"
"Double Dawg","Jesus OG","0.125"
"Double Dawg","Jillybean","0"
"Double Dawg","Juicy Fruit","0.125"
"Double Dawg","KC 33","0"
"Double Dawg","Kandy Kush","0.1875"
"Double Dawg","Kimbo Kush","0.171875"
"Double Dawg","Kish","0"
"Double Dawg","Kong","0"
"Double Dawg","Kushberry","0.1875"
"Double Dawg","LA Confidential","0.125"
"Double Dawg","LSD","0"
"Double Dawg","Larry OG","0.1875"
"Double Dawg","Las Vegas Purple Kush","0"
"Double Dawg","Lee Roy","0"
"Double Dawg","Lemon Alien Dawg","0.1875"
"Double Dawg","Lemon Diesel","0.1875"
"Double Dawg","Lemon Haze","0"
"Double Dawg","Lemon Kush","0"
